sellingprice,mmr,profit_margin
2250.0,2250.0,0.0
15600.0,15850.0,-1.5772870662460567
35000.0,33800.0,3.5502958579881656
44900.0,45700.0,-1.75054704595186
12300.0,13250.0,-7.169811320754717
2200.0,3475.0,-36.69064748201439
17600.0,18500.0,-4.864864864864865
14400.0,14350.0,0.34843205574912894
14200.0,13650.0,4.029304029304029
35900.0,29100.0,23.367697594501717
4700.0,4025.0,16.77018633540373
6000.0,5425.0,10.599078341013826
2400.0,3425.0,-29.927007299270077
21100.0,21000.0,0.4761904761904762
8600.0,6550.0,31.297709923664126
27800.0,28900.0,-3.8062283737024223
22800.0,25500.0,-10.588235294117647
30000.0,28200.0,6.382978723404255
24750.0,24000.0,3.125
36750.0,32800.0,12.042682926829269
13600.0,12850.0,5.836575875486381
2300.0,2250.0,2.2222222222222223
15000.0,13050.0,14.942528735632186
2200.0,4925.0,-55.32994923857868
20000.0,20400.0,-1.9607843137254901
11900.0,11700.0,1.7094017094017095
6900.0,8575.0,-19.533527696793
20600.0,24600.0,-16.260162601626014
27300.0,29700.0,-8.080808080808081
4000.0,5875.0,-31.914893617021278
11600.0,11800.0,-1.694915254237288
17200.0,18700.0,-8.02139037433155
13500.0,12950.0,4.247104247104247
30500.0,34000.0,-10.294117647058822
10900.0,8800.0,23.863636363636363
14100.0,14050.0,0.3558718861209964
20000.0,17150.0,16.61807580174927
15800.0,14750.0,7.118644067796611
1100.0,3175.0,-65.35433070866141
15600.0,15550.0,0.3215434083601286
700.0,2000.0,-65.0
1500.0,3575.0,-58.04195804195804
17100.0,17700.0,-3.389830508474576
3400.0,3700.0,-8.108108108108109
15500.0,16300.0,-4.9079754601226995
13000.0,13400.0,-2.9850746268656714
6500.0,7500.0,-13.333333333333334
20600.0,23900.0,-13.807531380753138
27700.0,30400.0,-8.881578947368421
11900.0,11900.0,0.0
11200.0,10750.0,4.186046511627907
14000.0,12350.0,13.360323886639677
16100.0,16700.0,-3.592814371257485
21750.0,20500.0,6.097560975609756
20600.0,19650.0,4.8346055979643765
12700.0,12500.0,1.6
17000.0,17050.0,-0.2932551319648094
21000.0,21800.0,-3.669724770642202
2300.0,2250.0,2.2222222222222223
3600.0,2875.0,25.217391304347824
13500.0,12800.0,5.46875
600.0,925.0,-35.13513513513514
13100.0,13550.0,-3.3210332103321036
10400.0,10300.0,0.9708737864077669
8100.0,8400.0,-3.571428571428571
15200.0,14700.0,3.4013605442176873
19000.0,19450.0,-2.313624678663239
18000.0,17600.0,2.272727272727273
3300.0,2600.0,26.923076923076923
21800.0,21000.0,3.8095238095238098
20500.0,17750.0,15.492957746478872
17500.0,15500.0,12.903225806451612
23900.0,22500.0,6.222222222222222
17200.0,15200.0,13.157894736842104
13800.0,12400.0,11.29032258064516
3000.0,3050.0,-1.639344262295082
22000.0,22200.0,-0.9009009009009009
14400.0,16050.0,-10.2803738317757
19000.0,17800.0,6.741573033707865
12500.0,11650.0,7.296137339055794
8400.0,8050.0,4.3478260869565215
10200.0,12350.0,-17.408906882591094
15200.0,18100.0,-16.022099447513813
1200.0,125.0,860.0
9000.0,9400.0,-4.25531914893617
44300.0,44300.0,0.0
17100.0,16000.0,6.875000000000001
16000.0,22400.0,-28.57142857142857
23500.0,24900.0,-5.622489959839357
6800.0,8325.0,-18.31831831831832
8300.0,8650.0,-4.046242774566474
9500.0,12000.0,-20.833333333333336
18800.0,20100.0,-6.467661691542288
13600.0,13650.0,-0.3663003663003663
12000.0,11700.0,2.564102564102564
3600.0,4200.0,-14.285714285714285
2600.0,3950.0,-34.177215189873415
12800.0,14200.0,-9.859154929577464
13200.0,11300.0,16.8141592920354
23900.0,18650.0,28.150134048257375
10200.0,9450.0,7.936507936507936
7500.0,8825.0,-15.01416430594901
43900.0,43500.0,0.9195402298850575
4600.0,3650.0,26.027397260273972
13800.0,13350.0,3.3707865168539324
2500.0,3700.0,-32.432432432432435
5300.0,4600.0,15.217391304347828
31900.0,33000.0,-3.3333333333333335
31200.0,31700.0,-1.5772870662460567
16100.0,17650.0,-8.78186968838527
12000.0,11150.0,7.623318385650224
23000.0,23100.0,-0.4329004329004329
4300.0,4275.0,0.5847953216374269
5200.0,3725.0,39.59731543624161
8500.0,7450.0,14.093959731543624
8200.0,8775.0,-6.552706552706552
17600.0,17000.0,3.5294117647058822
14700.0,12750.0,15.294117647058824
18500.0,20200.0,-8.415841584158416
10800.0,12050.0,-10.37344398340249
30100.0,31500.0,-4.444444444444445
1750.0,1425.0,22.807017543859647
10200.0,11300.0,-9.734513274336283
10100.0,11950.0,-15.481171548117153
15250.0,14050.0,8.540925266903916
9400.0,6200.0,51.61290322580645
17300.0,16500.0,4.848484848484849
8600.0,9350.0,-8.02139037433155
13000.0,10950.0,18.72146118721461
6300.0,6400.0,-1.5625
25000.0,24600.0,1.6260162601626018
10500.0,9575.0,9.660574412532636
2000.0,1275.0,56.86274509803921
23750.0,22200.0,6.981981981981981
21700.0,21900.0,-0.91324200913242
28000.0,29600.0,-5.405405405405405
13100.0,14300.0,-8.391608391608392
12400.0,13500.0,-8.148148148148149
4700.0,4175.0,12.574850299401197
8100.0,10650.0,-23.943661971830984
11000.0,11050.0,-0.4524886877828055
21200.0,22500.0,-5.777777777777778
47500.0,48500.0,-2.0618556701030926
9000.0,10650.0,-15.492957746478872
27800.0,27700.0,0.36101083032490977
14400.0,13250.0,8.679245283018867
1400.0,850.0,64.70588235294117
7900.0,11250.0,-29.777777777777775
36200.0,34900.0,3.7249283667621778
4500.0,4900.0,-8.16326530612245
13900.0,14050.0,-1.0676156583629894
30100.0,26500.0,13.584905660377359
1600.0,2850.0,-43.859649122807014
6200.0,5125.0,20.975609756097562
8700.0,9775.0,-10.997442455242968
24200.0,25100.0,-3.5856573705179287
15100.0,16600.0,-9.036144578313253
21800.0,21600.0,0.9259259259259258
1700.0,2800.0,-39.285714285714285
37500.0,38500.0,-2.5974025974025974
21250.0,22200.0,-4.2792792792792795
23900.0,24800.0,-3.6290322580645165
24000.0,25700.0,-6.614785992217899
21200.0,16900.0,25.443786982248522
900.0,1725.0,-47.82608695652174
13100.0,10850.0,20.737327188940093
2300.0,3075.0,-25.203252032520325
15500.0,14250.0,8.771929824561402
21000.0,31500.0,-33.33333333333333
22000.0,22300.0,-1.345291479820628
2600.0,4400.0,-40.909090909090914
14100.0,15650.0,-9.904153354632587
12100.0,11750.0,2.9787234042553195
13100.0,15100.0,-13.245033112582782
13700.0,13750.0,-0.36363636363636365
30500.0,29200.0,4.4520547945205475
3100.0,9025.0,-65.65096952908587
9400.0,11350.0,-17.180616740088105
13400.0,13150.0,1.9011406844106464
15600.0,14400.0,8.333333333333332
14400.0,15200.0,-5.263157894736842
37500.0,39400.0,-4.822335025380711
13500.0,12700.0,6.299212598425196
2700.0,2525.0,6.9306930693069315
12700.0,13900.0,-8.633093525179856
3100.0,2325.0,33.33333333333333
14600.0,14850.0,-1.6835016835016834
13600.0,13550.0,0.36900369003690037
17400.0,17250.0,0.8695652173913043
11900.0,12950.0,-8.108108108108109
9300.0,10050.0,-7.462686567164178
13300.0,12900.0,3.10077519379845
23400.0,24300.0,-3.7037037037037033
4300.0,9625.0,-55.32467532467532
16400.0,15500.0,5.806451612903226
9300.0,8575.0,8.454810495626822
15900.0,14900.0,6.7114093959731544
13700.0,13100.0,4.580152671755725
15300.0,16350.0,-6.422018348623854
15100.0,14700.0,2.7210884353741496
20000.0,20900.0,-4.30622009569378
13000.0,12400.0,4.838709677419355
9600.0,9550.0,0.5235602094240838
14000.0,13800.0,1.4492753623188406
15400.0,15200.0,1.3157894736842104
7700.0,6325.0,21.73913043478261
27500.0,27100.0,1.4760147601476015
25300.0,25400.0,-0.39370078740157477
8900.0,8600.0,3.488372093023256
8600.0,8975.0,-4.178272980501393
15300.0,16450.0,-6.990881458966565
38000.0,38400.0,-1.0416666666666665
13400.0,10850.0,23.502304147465438
7900.0,7900.0,0.0
19900.0,18000.0,10.555555555555555
11500.0,11400.0,0.8771929824561403
3900.0,6850.0,-43.06569343065693
10200.0,9775.0,4.3478260869565215
20600.0,21500.0,-4.186046511627907
5700.0,6950.0,-17.985611510791365
27300.0,29200.0,-6.506849315068493
39250.0,39100.0,0.3836317135549872
4000.0,5950.0,-32.773109243697476
15400.0,14100.0,9.219858156028367
15000.0,13550.0,10.70110701107011
38200.0,38600.0,-1.0362694300518136
18900.0,17850.0,5.88235294117647
12100.0,12450.0,-2.8112449799196786
7100.0,6375.0,11.372549019607844
14100.0,19550.0,-27.877237851662407
5400.0,4600.0,17.391304347826086
15100.0,15250.0,-0.9836065573770493
18500.0,18750.0,-1.3333333333333335
27900.0,28900.0,-3.4602076124567476
11500.0,11550.0,-0.4329004329004329
7300.0,5625.0,29.777777777777775
25000.0,25400.0,-1.574803149606299
27700.0,27400.0,1.094890510948905
8900.0,10900.0,-18.34862385321101
9500.0,8700.0,9.195402298850574
9600.0,15800.0,-39.24050632911392
8700.0,8600.0,1.1627906976744187
27000.0,28500.0,-5.263157894736842
7200.0,8725.0,-17.478510028653297
12200.0,11250.0,8.444444444444445
1100.0,3475.0,-68.34532374100719
16500.0,13700.0,20.437956204379564
7800.0,8150.0,-4.294478527607362
8000.0,10050.0,-20.398009950248756
13700.0,14550.0,-5.841924398625429
15500.0,16650.0,-6.906906906906906
10100.0,10950.0,-7.76255707762557
2600.0,2100.0,23.809523809523807
10000.0,8375.0,19.402985074626866
12700.0,13600.0,-6.61764705882353
5500.0,5575.0,-1.345291479820628
7100.0,8575.0,-17.20116618075802
18000.0,17500.0,2.857142857142857
11100.0,11400.0,-2.631578947368421
5700.0,4475.0,27.37430167597765
2300.0,3125.0,-26.400000000000002
8001.0,9375.0,-14.655999999999999
12600.0,12850.0,-1.9455252918287937
12200.0,12800.0,-4.6875
8100.0,8250.0,-1.8181818181818181
15800.0,15500.0,1.935483870967742
24100.0,24500.0,-1.6326530612244898
5000.0,6500.0,-23.076923076923077
21600.0,18350.0,17.71117166212534
15000.0,19850.0,-24.43324937027708
16600.0,15750.0,5.396825396825397
10100.0,9925.0,1.7632241813602016
3700.0,3650.0,1.36986301369863
13200.0,12600.0,4.761904761904762
39750.0,39400.0,0.8883248730964468
18500.0,19300.0,-4.145077720207254
14400.0,14600.0,-1.36986301369863
